"ses.mntd.ntaxa","ses.mntd.mntd.obs","ses.mntd.mntd.rand.mean","ses.mntd.mntd.rand.sd","ses.mntd.mntd.obs.rank","ses.mntd.mntd.obs.z","ses.mntd.mntd.obs.p","ses.mntd.runs","ses.mpd.ntaxa","ses.mpd.mpd.obs","ses.mpd.mpd.rand.mean","ses.mpd.mpd.rand.sd","ses.mpd.mpd.obs.rank","ses.mpd.mpd.obs.z","ses.mpd.mpd.obs.p","ses.mpd.runs","gamma","area","month","tree_size"
9,0.253191175555556,0.3626287019736,0.0291086607457031,2,-3.75962080063059,0.001998001998002,1000,9,0.395065641111111,0.411193443750239,0.016983239974021,182,-0.949630498291153,0.181818181818182,1000,-2.81570244899913,"Lower Saxony",2020-04-01,397
3,0.11690136,0.394363161355067,0.0368656501169419,1,-7.52629617204437,0.000999000999000999,1000,3,0.21985888,0.413322736823067,0.0317400133146731,1,-6.09526703423372,0.000999000999000999,1000,0.641008495943253,"Mecklenburg-Western Pomerania",2020-04-01,397
60,0.175257438666667,0.295505950483475,0.0173259502406482,1,-6.94037037776403,0.000999000999000999,1000,60,0.379228015666667,0.411839184020868,0.00589367064205305,1,-5.53325259160407,0.000999000999000999,1000,-4.86603833153158,"North Rhine-Westphalia",2020-04-01,397
1,NA,NA,NA,NA,NA,NA,1000,1,NA,NA,NA,NA,NA,NA,1000,NA,"Rhineland-Palatinate",2020-04-01,397
12,0.301657335833333,0.355538822261417,0.02594188068239,43,-2.07700771920747,0.042957042957043,1000,12,0.361324099545455,0.4114973058037,0.013334725059977,1,-3.762597731305,0.000999000999000999,1000,-4.427579962228,"Saarland",2020-04-01,397
14,0.15584671,0.350493648019707,0.0244396893953768,1,-7.96437855124821,0.000999000999000999,1000,14,0.325643396923077,0.411814608856418,0.0134585045258173,1,-6.40273306503255,0.000999000999000999,1000,-1.81160115430917,"Saxony",2020-04-01,397
4,0.07730764,0.38613196494495,0.032722954971138,1,-9.43754392649858,0.000999000999000999,1000,4,0.13523606,0.411146487291633,0.026843972122397,1,-10.2783010663847,0.000999000999000999,1000,1.52677488090892,"Saxony-Anhalt",2020-04-01,397
4,0.21100008,0.3847336662863,0.0352345458484457,3,-4.93077410543562,0.002997002997003,1000,4,0.357333456666667,0.412706335250583,0.0258985497646798,20,-2.13806869832664,0.01998001998002,1000,0,"Schleswig-Holstein",2020-04-01,397
6,0.256641648333333,0.372856209626517,0.0318195543035438,11,-3.65230009774965,0.010989010989011,1000,6,0.334946006,0.4110247398826,0.0211912157055388,1,-3.59010709624909,0.000999000999000999,1000,-2.30010414008477,"Thuringia",2020-04-01,397
20,0.4078666925,0.409659485167055,0.0556884841496426,471,-0.032193238771548,0.470529470529471,1000,20,0.569086802894737,0.570631070977668,0.00866778432732708,417,-0.178161802903064,0.416583416583417,1000,-5.03752081798533,"Baden-Wurttemberg",2020-05-01,130
56,0.195608876426786,0.323359156288818,0.0291330115274975,1,-4.38506948522826,0.000999000999000999,1000,56,0.545277712808117,0.570791358798381,0.00410720655668746,1,-6.21192181063354,0.000999000999000999,1000,-0.395038459667016,"Bavaria",2020-05-01,130
12,0.395842282666667,0.458362051616158,0.0635061563161689,173,-0.984467846522368,0.172827172827173,1000,12,0.529373575333333,0.570244714297773,0.0133341247038934,5,-3.06515349691499,0.004995004995005,1000,-3.13186299039121,"Berlin",2020-05-01,130
1,NA,NA,NA,NA,NA,NA,1000,1,NA,NA,NA,NA,NA,NA,1000,NA,"Brandenburg",2020-05-01,130
18,0.295100489666667,0.422916680152489,0.0565049582649914,20,-2.26203495074543,0.01998001998002,1000,18,0.528190917686275,0.570989781594158,0.00955605147145152,1,-4.47871843676692,0.000999000999000999,1000,-2.56274547824397,"Hamburg",2020-05-01,130
4,0.414585205,0.529827391873575,0.0801298376662543,95,-1.4381931903265,0.0949050949050949,1000,4,0.526528358333333,0.5718717441628,0.0335287851250104,88,-1.3523718697354,0.0879120879120879,1000,-1.30281717026669,"Hesse",2020-05-01,130
10,0.024625298,0.47050615101503,0.0649123494646419,1,-6.86896802676821,0.000999000999000999,1000,10,0.377325998666667,0.570149582659931,0.0151837609552143,1,-12.6993295377879,0.000999000999000999,1000,7.95426333240463,"North Rhine-Westphalia",2020-05-01,130
2,0.438324,0.5702733585447,0.072062768437829,24,-1.8310337141507,0.023976023976024,1000,2,0.438324,0.5692749799416,0.0734312904521262,26.5,-1.78331306906521,0.0264735264735265,1000,NA,"Saarland",2020-05-01,130
1,NA,NA,NA,NA,NA,NA,1000,1,NA,NA,NA,NA,NA,NA,1000,NA,"Schleswig-Holstein",2020-05-01,130
6,0.564513107,0.5045441204086,0.0746260274115759,866,0.803593446836723,0.865134865134865,1000,6,0.579210460666667,0.571596233031667,0.0228830649094666,627,0.332745096215236,0.626373626373626,1000,-3.21240022724072,"Thuringia",2020-05-01,130
5,0.69689037,0.55474826176552,0.146054757663569,748,0.973211078559303,0.747252747252747,1000,5,0.743345444,0.70064590252808,0.0658928087421729,744,0.648015197515649,0.743256743256743,1000,-2.77494437810693,"Baden-Wurttemberg",2020-06-01,190
